Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
207823252.27429485,511.4236317485483,2368.708480824587,316248925.314185,1.0818484928569474,1584.726271738564,112810509.45886984,511.6864947318197,2131.0928836713983,classical
23741739.85597477,499.23608151412424,821.3455636201637,48099993.272359,14.735791031272445,874.819110149566,4592408.846854055,504.9452444122156,515.7565090274136,classical
132877232.16903414,511.3753320439662,2814.901327763454,122663063.44128682,0.6179960256264039,1261.1300210336806,97027159.82037787,511.55879033097915,2690.602198996014,classical
846657464.0775284,511.2192627852192,8274.555501968258,592929766.1109285,0.7282340671850082,3340.51031143284,676330403.1594427,511.42563277712424,7792.127267067281,classical
913044107.0365298,510.92954761471447,6265.269521562405,913592575.192657,1.6903655179967911,3065.6940076914684,624254885.8854389,511.33218567337786,6020.797174645968,classical
278395551.5838001,510.50218303604925,3804.4555386503057,393532071.05061835,2.0042989582602146,2771.2563715199667,144374010.45290124,511.16133172187443,3132.893141884598,classical
793167378.2905587,511.3885822302972,8998.574280664738,924102700.7863718,0.6041501834798402,5960.508397831444,508803586.7488464,511.5577551856897,7528.786978985696,classical
553704757.7543342,511.57892348944864,6666.748959364098,937537297.5487143,0.4443343733406111,5281.68937164925,278947835.36142504,511.716657815654,5247.800433283048,classical
240693375.62652162,510.6567933996729,3465.4693054077024,245468884.78609684,1.7970192487237142,1896.468035415011,131534647.59515832,511.1541138843959,2941.4785069789273,classical
422341299.217104,511.19162040634956,5558.100942858704,491723880.5535596,1.03984004255449,3509.750008930241,237309888.35261738,511.50150586246554,4678.768202819261,classical
600550633.9909183,508.50023434798646,6653.395546711841,554937881.9459118,3.5297579525503893,2936.876440297244,428880156.4367262,509.4778299393152,6396.755921485251,classical
