Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
630249869.3427393,510.5854147803151,6856.999089902187,633784669.2139091,1.5642013029003168,2937.9299449235323,438881216.5485771,511.05904029865843,6202.854986905529,classical
452367171.51783544,510.2748849423562,4650.721946706192,417384352.6721741,2.0973646278826927,1437.043707023513,328261380.52464634,510.70472629591234,4491.15201065718,classical
871620234.6622736,511.28927329468183,8704.669744621036,656294637.0533925,0.6704263826733818,2692.272244677274,687648116.1481924,511.49070897199914,8397.176749080496,classical
502629378.0853961,510.68978799239625,4976.810240180259,757494041.2521384,1.7140578857201294,2663.2788930777597,255987390.35036084,511.20805495129105,4852.67593157059,classical
825228639.7331494,510.91713162308287,7594.061759520845,681262668.5195112,0.9769395103032923,2049.24929689021,631582307.9561968,511.1895380624082,7503.107045395001,classical
1010462517.1634156,510.82620583407737,8457.502690788648,995878237.4961972,1.7323893922311075,4703.711525972627,797145747.7364436,511.372303472703,9157.096595132312,classical
600299718.3504277,510.04672474963996,6123.577603060727,758651167.1112355,2.196613596605517,3606.090292463016,342865437.78104806,510.67957458543424,5305.509036611517,classical
997524585.9108871,508.53155776269045,7512.574779354303,1298716006.4590971,10.64738186979529,5177.196892167756,446525027.40099704,510.8555738005268,6285.571450034499,classical
665570907.5240799,510.3868653551579,6330.974439939948,797005901.7626852,2.074037139054837,3939.5261283989676,378786123.472084,511.1223620482136,5929.924921951415,classical
316594120.82548296,509.44968117208566,3848.2470374450827,364236473.8958742,3.3357246540767016,2301.42875225856,212832638.47477096,510.558397708382,3521.902329083836,classical
523923328.14317024,509.5517894684677,5418.631914205974,738582153.3708768,3.4821664294455337,3923.000245414619,243572043.89900142,510.85438007562243,4369.045576427527,classical
224685937.02002504,509.5729055199415,3347.922869686569,231340844.57761657,2.2311914853208035,1253.178277728218,160781306.0778123,510.18852524163424,3141.4413685783306,classical
661898068.750127,506.7609160551137,5050.588446790382,926391621.6396774,9.465940127112862,3914.38573017253,245039944.4038185,509.8816764274765,4362.42970569336,classical
696475062.0830095,509.56989635992926,5846.261247846676,1109963345.7363055,3.551840135288258,5503.629916753236,226191588.1753248,510.80614393144816,3909.2031920785175,classical
662018546.6427821,509.7170532257004,5615.232736051605,1158500254.2276978,2.545659759548284,5038.556912584687,201983492.8185984,510.5048889836525,3584.935656496004,classical
90302097.02950458,503.789423858369,1822.3205466441027,162358650.80189005,8.092123371889123,1510.4896614846957,22687956.17665443,506.10047125724526,1205.2394600091925,classical
33782572.28964717,506.5507856792714,1213.6530893655843,39188020.82300083,5.992969586314553,743.4394401486395,22140317.844896916,508.31925528592507,1014.5277455381632,classical
999173632.9065126,510.1796086005471,7307.745095833192,1485995533.5417593,2.2963289023013003,6808.875866040352,166989034.03377515,511.04396768140697,3268.3765269782434,classical
277028199.548962,507.52793254197525,3133.356220595133,804288380.4463542,5.472934972309175,3445.1294387458897,95630541.97489412,509.40246415630367,2437.229187100099,classical
38657901.038434245,502.483326614041,1296.7996595545358,63392156.22116459,11.748244707725663,873.8453243543711,17412571.50563635,506.6404607667988,1128.5250027799957,classical
814821375.2550917,510.0570581844022,7021.595543674257,939971308.9940584,3.0511401287787145,4469.781906309503,452191342.4831499,510.9632927935298,5993.157265250102,classical
1472953947.1674287,510.05687261612127,9270.98450331174,2156484642.6995497,2.285628068619442,8723.006252875284,227222140.82838285,510.9455125566011,3964.820546099383,classical
1314039878.3267765,510.46328460602547,9026.014551504151,1417142463.491063,4.193600878366285,5929.53811430742,750834270.2312818,511.52492798272027,9040.941670621443,classical
139755529.20768297,505.7559874144964,2642.8341544931627,112736727.1238897,6.5772314258829665,1154.6976355139266,110130871.77702208,507.40463143337684,2557.6582618297043,classical
2060304059.592103,511.5685197657432,12280.661026764237,1645118805.536613,0.4287330796357844,4442.322475227628,1604852717.5022562,511.70126584810936,12238.032585538813,classical
1914676966.647256,511.5003839224877,11856.598921303314,1511878330.612245,0.5416207858952432,4016.913417606938,1438118228.329582,511.6488554211199,11388.061229119248,classical
1145571585.9307604,510.0171720645373,7282.719277736541,2008994910.9521472,2.5865033312321617,7603.3433986461005,224462538.99336767,510.9588063854532,3884.7458447259833,classical
417520136.3527156,510.52134370452853,4437.991206919546,395506084.02205074,1.656268214200033,2457.899248455587,251530330.51157063,511.0493341831695,3551.515090840102,classical
1876048177.3200898,511.2660551618005,11882.647494172139,1701247560.2203743,1.5053852857343781,5170.524006350832,1409829115.9653635,511.57261501536766,11251.938577542991,classical
1218511924.8770168,509.61530901522644,8339.772583238824,1765948577.3107944,3.8009112879078595,7190.774797886907,417950773.8821553,511.231635935256,5265.934822266172,classical
479142421.5023969,510.0312197755611,5055.3431291813085,575372133.4350512,1.8454382605159605,2684.399231938135,281365427.293138,510.6076805665002,4775.959146174977,classical
427069919.19356924,509.0484908786544,3884.8256575678715,783785057.4958342,3.3137102682013646,3177.230972865216,152033867.6750868,509.91914569667114,2878.198938961402,classical
35266696.74989838,511.81748952815013,1129.8062411729297,44645925.67973542,0.1560381825903612,605.4191937512163,16270288.230392992,511.8605850631714,928.8205777583883,classical
136899289.55845457,505.60318824676597,1984.1415298447357,446546970.09593284,6.9980444810156435,1977.512815166867,24460784.506967507,507.50240915953043,1241.3832432840732,classical
901928835.6177777,509.9121775937818,6553.129196364454,1444738628.3757393,2.2950858900667663,4622.400235042053,400544818.3629447,510.55475787481663,5167.148412835642,classical
940467261.5804192,509.64753743449785,6275.40351966915,1527775222.89244,2.944027973678255,4327.920117856959,412414380.344708,510.5734702322452,5352.263847201089,classical
184192399.17122558,510.7491679368996,2135.6215219622277,373415576.4915197,2.146042367023333,1608.3543420822946,48126215.34478342,511.75640360533123,1601.97066414548,classical
1079451426.2671707,510.01479977486025,7777.428081357144,2153975440.3740935,2.4580445277124703,5651.623526253913,443146609.9250499,510.68871707085054,6634.051535027269,classical
1259272224.3309176,509.7053819746311,8414.711881849937,2168599085.5593367,2.5612944210141535,6602.323823689238,473509792.3967503,510.6187047811651,6243.862668880611,classical
158057109.43779686,503.29139033266074,2258.4549991195913,540724216.88729,10.872320560875693,2705.4309362486265,24815821.40153907,506.95966028765486,1327.0027417771134,classical
230362581.07776925,507.457335597145,3585.775104987379,401691183.5547227,5.274653906254519,2640.700869734045,128068161.65439776,509.1259923121461,2936.4774829620255,classical
417818245.7355415,507.048990295826,3573.3629523496284,1128731408.767188,5.35410386957955,3701.213450332932,55105026.63735413,508.9436481815216,2027.9914944232664,classical
8522935544.968173,511.16541380196776,25488.977067863652,6628033733.51927,0.6521068720542786,10583.577014472927,6663423882.70509,511.32852641548635,24497.194964067236,classical
6686463255.785511,510.36825073183,14821.237407582164,5727883506.412622,2.558393716423487,7139.244472548549,5336771179.839886,511.08600173417994,14494.770424309445,classical
151360031.79287136,509.53144461755863,2798.0534441624013,128138038.78350802,2.411959593767394,1085.4446869643834,120438592.55131587,510.2574122762462,2772.449435871611,classical
8630931306.484694,511.1077030392727,22172.033291358952,5747073322.365496,0.7943721385487434,7941.20569512395,7492909796.960106,511.30176431193934,21820.27331473289,classical
5622252769.912817,511.36247238180164,30119.436216941947,2221464888.561123,0.372560613165895,5890.161340639585,5276637447.08127,511.3894159251971,30057.638187237673,classical
48462792.33962043,505.3368791603419,1653.9538870170668,60122044.624517955,3.717051782952263,986.615456542818,28493409.07507418,506.2436717550287,1423.9123524528109,classical
11978732250.641394,511.3740024276004,35351.310199212014,7648236604.549371,0.730016769683864,18786.083445983306,11276716363.7457,511.6039088366563,32772.65770003403,classical
7940500167.846008,511.1907242542153,30388.549266727437,6383287772.574087,0.9557448860579917,15670.997435227166,7815680698.859716,511.5149584575455,33586.908466642875,classical
32784194.827434327,507.9844350930768,1377.0887877640284,34120199.54151984,5.582385459982107,700.2382951002875,19847468.843153656,509.5677475534288,1226.3469922692234,classical
3991862712.9865212,507.8854493531326,18900.32950120447,4187691180.5528994,5.75832737248539,16916.842739312735,3186445108.051013,511.03367873434473,19532.880427799086,classical
1777806113.086032,511.39443732127603,14453.664173667605,2101287640.3581066,0.7977877865433486,11205.985908254172,989001170.6696799,511.7278291241761,12180.546443122628,classical
9180850689.891499,511.28033367289027,30480.975100918058,7219849536.874306,0.8116242039711974,14630.40817105444,7356275344.695237,511.51835239662563,28769.90917077822,classical
13378195910.184464,509.6550898623583,36946.067131738826,6752145592.767332,12.595346061854238,12710.689936913366,13571406925.728027,510.6436493040511,39338.60964363617,classical
116369230.57304488,508.8400479586055,1578.0126564519458,198475342.54091504,3.869534441940663,1066.7457411423686,43873914.81708565,510.3570974197331,1468.179806191265,classical
16342984951.445795,511.41190363113395,42917.29819477798,8516364717.352686,0.8166383022211327,13054.044364929285,17466652816.908558,511.60764427849665,45943.746585022636,classical
153822237.79893258,508.57222449490155,3265.6776003445893,194738023.59097221,5.939969656625932,2447.9561674666015,94598249.48224536,510.56669594050004,2429.7605522222257,classical
421683472.577894,509.4404356793698,4840.86427247622,318896010.46899426,1.7147273227899966,1905.7178288232324,360703550.83211553,509.904473267211,4664.890642918299,classical
2502644582.707789,510.97054464797105,14947.322871389551,2619342394.5449257,0.7275733070716043,8899.581703352567,1455845759.7539973,511.1754215693126,12884.378857399355,classical
2255314425.4244514,510.9413471466535,16104.688220740152,1873743750.8536224,0.6420632809362332,7569.053775336531,1710560040.152958,511.13520827519426,15030.561356937944,classical
1339954862.949305,510.3119101678651,9033.599670525511,2009922630.9986916,1.199197098497841,6927.131845591262,615287005.2538984,510.6131302439894,6811.766500990828,classical
1164245836.701772,509.1742201421835,8649.281457414783,2207646711.739977,3.991729627115871,9896.867115010964,204996105.24301213,510.0718629953818,3661.7623245945433,classical
242600468.13352662,504.23456639677795,2392.9795486891076,442706462.72815347,4.1337009087473815,1339.6758190290527,102735279.79795292,505.04433435448817,2077.79345062049,classical
145592820.7650715,502.255949908085,1591.9011335158893,367060136.10183495,5.3771532215458615,1765.822745487602,20474753.76365879,502.38994394672665,943.514021236285,classical
559824697.8505712,505.1499645396433,3609.9722361434087,1017367267.297633,4.768159842477871,3039.2345593187188,173882397.90881294,506.2935346689257,2428.72480969245,classical
635276607.7246152,504.70598758204574,3627.3964634734025,993535807.2898211,5.376354337314917,2971.6411848544767,230183920.86156136,506.3180922532352,2690.9780181365345,classical
960310227.4741566,504.9455034486291,4397.105443663276,2204699765.1754937,7.2658357768438,5404.761119942599,121574030.7915313,508.0087477522972,2107.6570716653887,classical
1723010466.019651,510.11951721645937,10963.759685617697,1685327687.7090957,1.9991324839640414,5644.4728287698435,1219227940.4129968,510.7205167409918,10810.412930360602,classical
411496510.5032169,508.2940174182636,5045.117638790177,413040892.93327576,3.246113972354423,1939.2564210023943,327128126.7707046,509.0942469626812,5054.704638759058,classical
700653769.4584922,507.15721703854706,5515.557745066713,1226870519.8645754,9.338266477877625,4448.439211249765,222607894.72571898,509.76665926329855,4230.033951679664,classical
1759957887.574968,508.9715204849847,8680.044755588413,2655266290.33698,5.148420893022371,6072.3376999601005,546342036.0242906,510.33651649539286,6695.9667931332715,classical
259422787.3653812,504.0842105095988,3662.9059986129896,368351050.8551159,8.976561722613592,2596.3276155986496,100289274.1293042,507.26002990482556,2859.290908149266,classical
1028295505.1682539,509.0931685726431,7024.95372372703,1117255299.7221916,3.576478352284074,4178.279738522507,655286704.8280174,510.21370649008634,6203.298456139233,classical
859913893.4599844,508.466592747536,7024.645428529993,1228059994.2231002,4.243547811090308,5387.477516309546,382336331.7854358,510.20991766465755,5147.374110647439,classical
153192546.79866174,504.73855766828217,2488.7183784758336,226730251.51337633,7.909616399108275,1504.7993714910483,80761542.1733002,506.8812208579533,2018.263344695523,classical
2013594010.7558162,510.0751584247825,11068.873134945576,2432386942.5985384,2.7125757724429214,6913.437782946541,957415163.6488752,510.8917251290167,9146.145546097589,classical
245260368.56136426,511.16714377728044,2261.9320273322405,509749090.7293589,1.4101535115856152,2823.6189785534816,34715373.548404366,511.6115874094919,1167.503426255259,classical
26040972.731206257,510.7777094865258,793.7110631924091,45014445.98031524,1.6202840368439002,452.1338782415608,11735051.540373016,511.23619551880586,694.1045211932816,classical
