Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
18384800168.099792,510.50046277224135,39640.09552204644,19013585755.37749,2.1959638577913116,20508.005311953675,13787401770.608154,511.42547425946594,37213.738667182086,pop
36617527066.0341,510.82668650051244,61146.670195418184,41587330832.20958,1.4105841613809198,35930.55675158347,20084324046.09881,511.30193908203773,53550.65671343085,pop
23107775664.45267,511.6719927594461,47724.06232000932,20458945689.58077,0.3127938434481394,22138.670944967926,14006225291.88678,511.7694533676924,43781.37142698464,pop
7910745112.0383215,511.76046510759534,27532.62143979651,6354329047.977204,0.2637827687431983,11723.12888048501,6015947022.647872,511.8246998146786,25819.447234285577,pop
20627347359.716846,511.82788510596527,57554.382943475255,11979953211.331926,0.17661733430736593,15962.308642855456,18896439811.644157,511.8782815725677,57912.51573042935,pop
11115311473.539608,511.856149058675,37281.48058083383,9664885838.312908,0.14191587795163232,22656.05694313862,9952162835.927713,511.899015950097,44765.38083782805,pop
4524755964.257094,511.4609842805775,18561.287717866904,4450241884.455983,0.43892008624871504,10529.448760866462,3300990686.743676,511.56899862125806,15849.151318080409,pop
4138873529.4798074,510.25194430787764,13763.650883352126,5070074146.685934,2.516809872252848,8304.665706787096,2486902547.2732754,511.3138679223649,12745.61162462068,pop
17492491510.14796,511.50830738480477,48449.505745288494,9083746288.539982,0.8264325020426836,17266.18108663696,15945995036.118816,511.72353188067336,45730.86111463932,pop
12586258316.606983,511.791879122507,50847.246684253274,11424017837.413076,0.2366472616586028,21452.34846585474,9188121723.325436,511.87133170755897,48166.5499384063,pop
16030925680.810024,511.7500888968465,35074.37362579267,11274645374.4599,0.2343313082126535,16589.912708282704,12678788953.291227,511.81010813385257,32288.90737307632,pop
1907257195.2996974,511.1806662889943,10089.151693181511,2796383045.7805066,0.9574901559944686,5685.8403381932085,979307464.4519768,511.4775425586004,8941.475276120631,pop
12933230190.746645,511.7893952218578,45930.249984537266,9322967069.503918,0.19028295642708676,18769.89215434185,11074516034.546228,511.8426273889353,45599.54754775227,pop
14681648411.40036,511.61042270002946,27928.976400939093,14731315231.489708,0.37797275971709904,14653.079752480808,11408052345.07061,511.7209743683879,24587.514383266356,pop
2784473336.572367,509.75666484896686,18975.811641431734,1594954435.9510736,1.0339029546001324,5620.649441729947,2418619633.8992662,509.91227118860473,18932.104296047954,pop
19498625778.21928,511.80843206288364,52734.468031296696,17704744340.59276,0.25427530438152396,31526.394038403472,13920987971.336132,511.8812095172972,44323.66032835956,pop
14047645767.587234,511.46679568498666,39017.63800771424,22970357238.704945,0.6684020281649767,38925.689740849644,5788308955.681946,511.67424761891715,25554.779995761033,pop
9389442099.118736,511.0492734348163,40948.2245969204,4501541860.226258,0.8599003408934408,10794.984636093417,9095728684.81469,511.2967921742236,41082.9178787377,pop
20359252315.9942,511.2573273212795,52620.23926111939,14232346343.604692,0.9425391072081825,22107.19550867019,16667654361.14344,511.61566327245487,49331.47205421137,pop
21816932124.79262,511.71287265856915,61956.40411339821,19542481051.19554,0.36805221083524914,31790.175589757182,15524280097.678627,511.831883730008,56531.90054234523,pop
30126227364.317295,511.6714824725802,84276.02004630439,22254974739.95954,0.3729163128840293,42564.15251789227,25388131592.343735,511.7937687720472,78327.76650233008,pop
20678191678.316734,511.45580711934565,63721.505126926684,23948686398.879658,0.5485602053194522,40079.71808593403,12446696179.948662,511.5963360509381,57029.66369781983,pop
19477242561.369743,511.8044719445224,52717.538253305494,17731890576.55982,0.261332515302753,31487.05380180763,13628505911.037783,511.88877199173123,44302.96299172875,pop
22581440538.21621,511.41392410863193,60396.6303025174,23315458755.30932,0.9726394497018355,38670.11473257303,14457816377.145542,511.7450321939361,50255.77029075583,pop
22613574689.524914,511.68456249005885,55068.08810429447,24311607973.864124,0.5548718014879545,31147.832254784735,12631254424.178722,511.85356011609207,47781.59273842942,pop
